자격명,종목코드,유형,시행기관,당해직의 직무 내용,응시 자격,합격 기준,응시료,자격증유효기간,정기유무,난이도,좋아요
군항공교통관제사,7862,1,42,군용비행장에서 항공교통관제업무를 수행하는 군인 또는 군무원,"◎ 다음 결격사유에 해당하지 않은 자 1.18세 미만인 자 2.자격증명의 취소처분을 받고, 그 취소일부터 1년이 지나지 아니한 자","◎ 항공영어구술능력 등급별 합격기준 1.발음 ①6등급: 발음ㆍ강세ㆍ리듬 및 억양이 모국어 또는 지역특성에 따라 영향을 받지만 이해하는 데에 거의 지장이 없다. ②5등급: 발음ㆍ강세ㆍ리듬 및 억양이 모국어 또는 지역특성에 따라 영향을 받지만 이해하는 데에 지장을 줄 정도는 아니다. ③4등급: 발음ㆍ강세ㆍ리듬 및 억양이 모국어 또는 지역특성에 따라 영향을 받고 간혹 이해하는 데에 지장이 있다. 2.문법 ①6등급: 간단하거나 복잡한 문법구조를 사용하여 문장유형이 지속적으로 잘 조절된다. ②5등급: 기본적인 문법구조와 문장유형이 일관되게 잘 조절된다. 복잡한 문법 구조를 사용하려고 하지만, 가끔 의미 전달에 오류가 있다. ③4등급: 기본적인 문법구조와 문장유형이 독창적으로 사용되고, 일반적으로 잘 조절되지만 일상적이지 않거나 예상하지 못한 상황에서 오류가 있을 수 있으며, 드물게 의미 전달에 지장을 준다. 3.어휘력 ①6등급: 어휘 범위와 정확성이 다양한 주제에 대하여 효과적으로 대화하기에 충분하며, 관용적 표현과 뉘앙스가 있는 감각적인 어휘를 사용한다. ②5등급: 공통되거나 명확한 업무 관련 주제에 대한 대화에 충분한 어휘와 정확성이 있으며, 일괄되고 성공적으로 고쳐 말하기를 한다. 어휘는 때때로 관념적이다. ③4등급: 공통되고 명확한 업무 관련 주제에 대한 대화는 충분한 어휘와 정확성이 있지만, 일상적이지 않거나 예상되지 않은 상황에서는 어휘의 부족으로 자주 고쳐 말하기를 한다. 4.유창성 ①6등급: 자연스럽게 힘들이지 않고 긴 문장을 말할 수 있으며, 강조하기 위하여 말의 흐름에 변화를 준다. 자연스럽게 적절한 신호단어를 사용한다. ②5등급: 익숙한 주제에 대하여 상대적으로 쉽고 길게 말할 수 있지만, 문체와 같이 말의 흐름에 변화가 없다. 적절한 신호단어를 사용한다. ③4등급: 적절한 속도로 장황하게 말하며, 다시 말하는 과정에서 또는 무의식적인 대응에 대한 공식적인 연설 시에 유창함이 떨어지지만 효과적인 대화를 하는 데 지장을 주지는 않는다. 신호단어를 한정하여 사용한다. 5.이해력 ①6등급: 이해력이 거의 모든 문맥에서 언어와 문화적인 미묘한 점을 포함하여 일괄되게 정확하다. ②5등급: 업무와 관련된 주제에 대한 대화는 구체적으로 정확하며, 언어상 상황이 복잡하거나 예상하지 못한 상황에 대하여 화자( 話者) 가 거의 정확한 언어를 구사한다. 다양한 화두의 범위( 방언 또는 억양) 를 이해할 수 있다. ③4등급: 업무와 관련된 주제에 대한 대화는 구체적으로 정확히 하며, 언어상 상황이 복잡하거나 예상하지 못한 상황에 대하여 화자는 거의 정확한 언어를 구사한다. 다양한 화두의 범위( 방언 또는 억양) 를 이해할 수 있다. 삽입어가 혼란을 주지는 않는다. 6.응대능력 ①6등급: 거의 모든 상황에서 쉽게 응대하고, 관련된 언어 또는 비언어적 암시에 민감하며 적절히 그것에 반응한다. ②5등급: 즉시, 적절히 응대하고 정보를 전달한다. 듣는 사람과 말하는 사람의 관계를 효과적으로 관리한다. ③4등급: 대체로 즉시 응대하고 정보를 전달한다. 기대하지 않은 대화에서도 대화를 시작하거나 유지할 수 있다. 확인을 통하여 잘못 이해한 부분을 명확히 할 수 있다.",,,,,
불도저운전기능사,7863,1,96,,,,,,,,
천장크레인운전기능사,7864,1,96,,,,,,,,
로더운전기능사,7866,1,96,,,,,,,,
롤러운전기능사,7871,1,96,,,,,,,,
지게차운전기능사,7875,1,96,,,,,,,,
광고도장기능사,7888,1,96,,,,,,,,
보석가공기능사,7889,1,96,,,,,,,,
도자공예기능사,7890,1,96,,,,,,,,
제과기능사,7892,1,96,,,,,,,,
제빵기능사,7893,1,96,,,,,,,,
조경기능사,7900,1,96,,,,,,,,
원예기능사,7901,1,96,,,,,,,,
신발류제조기능사,7904,1,96,,,,,,,,
이용사,7908,1,96,,,,,,,,
한식조리기능사,7910,1,96,,,,,,,,
양식조리기능사,7911,1,96,,,,,,,,
일식조리기능사,7912,1,96,,,,,,,,
중식조리기능사,7913,1,96,,,,,,,,
복어조리기능사,7914,1,96,,,,,,,,
조주기능사,7916,1,96,,,,,,,,
피아노조율기능사,7917,1,96,,,,,,,,
환경기능사,7918,1,96,,,,,,,,
양화장치운전기능사,7930,1,96,,,,,,,,
양복기능사,7931,1,96,,,,,,,,
양장기능사,7932,1,96,,,,,,,,
미용사(일반),7937,1,96,,,,,,,,
승강기기능사,7940,1,96,,,,,,,,
미용사(피부),7947,1,96,,,,,,,,
미용사(네일),7957,1,96,,,,,,,,
세탁기능사,7960,1,96,,,,,,,,
미용사(메이크업),7967,1,96,,,,,,,,
화약취급기능사,7970,1,96,,,,,,,,
보석감정사,7980,1,96,,,,,,,,
떡제조기능사,7992,1,96,,,,,,,,
국제의료관광코디네이터,9105,1,96,,,,,,,,
공인노무사,9500,1,96,1. 노동관계 법령에 따라 관계 기관에 대하여 행하는 신고·신청·보고·진술·청구(이의신청·심사청구 및 심판청구를 포함한다) 및 권리 구제 등의 대행 또는 대리 2. 노동관계 법령에 따른 모든 서류의 작성과 확인 3. 노동관계 법령과 노무관리에 관한 상담·지도 4. 「근로기준법」을 적용받는 사업이나 사업장에 대한 노무관리진단 5. 「노동조합 및 노동관계조정법」에서 정한 사적(私的) 조정이나 중재,"◎ 다음 결격사유에 해당하지 않은 자 1. 미성년자 2. 금치산자 또는 한정치산자 3. 파산선고를 받은 자로서 복권(復權)되지 아니한 자 4. 공무원으로서 징계처분에 따라 파면된 자로서 3년이 지나지 아니한 자 5. 금고(禁錮) 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 3년이 지나지 아니한 자 6. 형의 집행유예를 선고받고 그 기간이 끝난 날부터 2년이 지나지 아니한 자 7. 금고 이상의 형의 선고유예기간 중에 있는 자 ◎ 자격시험에 있어서 부정한 행위를 한 응시자에 대하여는 그 시험을 정지 또는 무효로 하거나 합격결정을 취소하고, 그 시험을 정지하거나 무효로 한 날 또는 합격결정을 취소한 날부터 5년간 시험응시자격을 정지한다. ","제1차 시험 : 영어 과목을 제외한 나머지 과목에서 각 과목 40점 이상, 전 과목 평균 60점 이상을 득점한 사람으로 하며, 제2차 시험 합격자의 결정은 각 과목 만점의 40% 이상, 전 과목 총점의 60% 이상 제2차 시험 : 각 과목 만점의 40% 이상, 전 과목 총점의 60% 이상을 득점한 사람이 최소합격인원에 이르지 못한 경우에는 최소합격인원에 미달한 인원수의 범위에서 각 과목 만점의 40% 이상 득점한 사람 중에서 전 과목 총득점이 높은 사람부터 차례로 추가하여 합격자를 결정 제3차 시험 : 평정요소마다 ‘상’(3점), ‘중’(2점), ‘하’(1점)로 구분하고, 총 12점 만점으로 채점하여 각 시험위원이 채점한 평점의 평균이 ‘중’(8점) 이상인 사람을 합격자로 한다. 다만, 위원의 과반수가 어느 하나의 같은 평정요소를 “하”로 평정하였을 때에는 불합격으로 한다.",,,,,
일반경비지도사,9501,1,96,"◎  경비지도사의 업무 1. 경비원의 지도·감독·교육에 관한 계획의 수립·실시 및 그 기록의 유지 2. 경비현장에 배치된 경비원에 대한 순회점검 및 감독 3. 경찰기관 및 소방기관과의 연락방법에 대한 지도 4. 기계경비업무를 위한 기계장치의 운용·감독, 오경보방지 등을 위한 기기관리의 감독(기계경비지도사의 경우에 한한다) ◎  경비지도사 분야별 업무 1.일반 경비지도사 : 시설경비업무, 호송경비업무, 신변보호업무, 특수경비업무에 종사하는 경비원을 지도·감독 및 교육하는 경비지도사 2.기계 경비지도사 : 기계경비업무에 종사하는 경비원을 지도·감독 및 교육하는 경비지도사","◎ 다음 결격사유에 해당하지 않은 자 1. 만 18세 미만인 자, 금치산자, 한정치산자 2. 파산선고를 받고 복권되지 아니한 자 3. 금고 이상의 실형의 선고를 받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 5년이 지나지 아니한 자 4. 금고 이상의 형의 집행유예선고를 받고 그 유예기간 중에 있는 자","제1차 시험 : 매 과목 100점을 만점으로 하며, 매 과목 40점 이상, 전 과목 평균 60점 이상 제2차 시험 : 선발예정인원의 범위 안에서 60점 이상을 득점한 자중에서 고득점자순으로 합격자를 결정한다. 이 경우 동점자로 인하여 선발예정인원이 초과되는 때에는 동점자 모두를 합격자로 한다.",,,,,
기계경비지도사,9502,1,96,"◎  경비지도사의 업무 1. 경비원의 지도·감독·교육에 관한 계획의 수립·실시 및 그 기록의 유지 2. 경비현장에 배치된 경비원에 대한 순회점검 및 감독 3. 경찰기관 및 소방기관과의 연락방법에 대한 지도 4. 기계경비업무를 위한 기계장치의 운용·감독, 오경보방지 등을 위한 기기관리의 감독(기계경비지도사의 경우에 한한다) ◎  경비지도사 분야별 업무 1.일반 경비지도사 : 시설경비업무, 호송경비업무, 신변보호업무, 특수경비업무에 종사하는 경비원을 지도·감독 및 교육하는 경비지도사 2.기계 경비지도사 : 기계경비업무에 종사하는 경비원을 지도·감독 및 교육하는 경비지도사","◎ 다음 결격사유에 해당하지 않은 자 1. 만 18세 미만인 자, 금치산자, 한정치산자 2. 파산선고를 받고 복권되지 아니한 자 3. 금고 이상의 실형의 선고를 받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 5년이 지나지 아니한 자 4. 금고 이상의 형의 집행유예선고를 받고 그 유예기간 중에 있는 자","제1차 시험 : 매 과목 100점을 만점으로 하며, 매 과목 40점 이상, 전 과목 평균 60점 이상 제2차 시험 : 선발예정인원의 범위 안에서 60점 이상을 득점한 자중에서 고득점자순으로 합격자를 결정한다. 이 경우 동점자로 인하여 선발예정인원이 초과되는 때에는 동점자 모두를 합격자로 한다.",,,,,
가맹거래사,9503,1,96,"1. 가맹사업의 사업성에 관한 상담이나 검토 2. 정보공개서와 가맹계약서의 작성 및 수정에 관한 상담이나 자문 3. 가맹점사업자의 부담, 가맹사업 영업활동의 조건 등에 관한 상담이나 자문 4. 가맹사업당사자에 대한 교육·훈련에 관한 상담이나 자문 5. 가맹사업거래 분쟁조정 신청의 대행 6. 정보공개서 등록 신청의 대행","◎ 다음 결격사유에 해당하지 않은 자 1. 미성년자·금치산자 또는 한정치산자 2. 파산선고를 받고 복권되지 아니한 자 3. 금고 이상의 실형의 선고를 받고 그 집행이 종료(종료된 것으로 보는 경우를 포함한다)되거나 집행을 받지 아니하기로 확정된 후 2년이 경과되지 아니한 자 4. 금고 이상의 형의 집행유예를 받고 그 집행유예기간 중에 있는 자 5. 제31조의 규정에 의하여 가맹거래사의 등록이 취소된 날부터 2년이 경과되지 아니한 자 ◎ 시험에서 부정행위를 한 자에 대하여는 그 시험을 정지하거나 무효로 하고, 그 시험시행일부터 3년간 응시자격을 정지한다.","매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상",,,,,
직업상담사1급,9510,1,96,,,,,,,,
직업상담사2급,9511,1,96,,,,,,,,
사회조사분석사1급,9520,1,96,,,,,,,,
사회조사분석사2급,9521,1,96,,,,,,,,
컨벤션기획사1급,9535,1,96,,,,,,,,
컨벤션기획사2급,9536,1,96,,,,,,,,
소비자전문상담사1급,9537,1,96,,,,,,,,
소비자전문상담사2급,9538,1,96,,,,,,,,
임상심리사1급,9539,1,96,,,,,,,,
임상심리사2급,9540,1,96,,,,,,,,
텔레마케팅관리사,9541,1,96,,,,,,,,
멀티미디어콘텐츠제작전문가,9545,1,96,,,,,,,,
스포츠경영관리사,9546,1,96,,,,,,,,
관광통역안내사(불어),9624,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
관광통역안내사(독어),9625,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
관광통역안내사(스페인어),9626,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
관광통역안내사(러시아어),9627,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
관광통역안내사(일본어),9628,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
관광통역안내사(중국어),9629,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
공인중개사,9630,1,96,"토지, 건축물 등 중개 대상물에 대하여 거래당사자 간의 매매, 교환, 임대차 그 밖의 권리 득실 변경에 관한 행위를 수행 ","◎ 부정한 행위를 한 응시자에 대하여는 그 시험을 무효로 하고, 그 처분이 있은 날부터 5년간 시험응시자격을 정지한다. ◎ 공인중개사의 자격이 취소된 후 3년이 경과되지 아니한 자는 공인중개사가 될 수 없다.","제1차 시험 : 매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 제2차 시험 : 매 과목 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 (선발예정인원을 미리 공고한 경우에는 매 과목 40점 이상인 자 중에서 선발예정인원의 범위 안에서 전 과목 총득점의 고득점자순으로 합격자를 결정)",,,,,
관광통역안내사(이탈리아어),9631,1,96,"◎ 국내를 여행하는 외국인 관광객 또는 국외를 여행하는 내국인 관광객을 대상으로 여행일정표의 작성, 여행비용 산출, 명승지나 고적지의 안내 및 소개, 환전, 호텔·택시 이용 등 입국에서 출국에 이르기까지 관광 여행객들에게 여행에 필요한 각종 서비스를 제공함. ◎ 여행업종에서 외국인 관광객의 국내여행을 위한 안내 수행",◎다음 결격사유에 해당하지 않은 자 1.금치산자·한정치산자 2.파산선고를 받고 복권되지 아니한 자 3.「관광진흥법」을 위반하여 징역 이상의 실형을 선고받고 그 집행이 끝나거나 집행을 받지 아니하기로 확정된 후 2년이 지나지 아니한 자 또는 형의 집행유예 기간 중에 있는 자,"◎필기시험 : 매 과목 4할 이상, 전 과목의 점수가 아래의 배점비율로 환산하여 6할 이상(시험과목-배점비율) ①국사- 40% ②관광자원해설- 20% ③관광법규- 20% ④관광학개론- 20% ◇계- 100% ◎ 면접시험 : 면접시험 총점의 6할 이상",,,,,
